,API Name,Api Url,Api Description,Api Category
5529,NutchWAX OpenSearch API,/api/nutchwax-opensearch, The WWWoH project is an attempt to establish a possible framework for e-Humanities (also called Digital Humanities) research using available open source tools and technologies and archived web..., Search
5530,World Wide Web of Humanities Wayback API,/api/world-wide-web-humanities-wayback, The WWWoH project is an attempt to establish a possible framework for e-Humanities (also called Digital Humanities) research using available open source tools and technologies and archived web..., Reference
5531,LittleSis API,/api/littlesis," LittleSis is a free database tracking the key relationships of politicians, business leaders, lobbyists, financiers, and their affiliated institutions. The LittleSis API exposes the raw data used on...", Government
5532,commandlinefu.com API,/api/commandlinefucom," commandlinefu.com is a repository for storing and sharing shell commands. The REST API allows users to retrieve commands in various formats, this can be used this to build widgets that interact with...", Tools
5533,Monster Web Services Toolkit API,/api/monster-web-services-toolkit," This API allows users to publish job ads to the Monster.com job search and placement service. Users interact with BGW by sending SOAP messages over HTTPS. Monster service includings job seeking,...", Jobs
5534,Domainr API,/api/domainr, Domainr is a tool used in searching for available domain names. Domainr has two external APIs: an HTML forms API for website integration and a JSON-based API for web services and client-side..., Domains
5535,NuGram Runtime API,/api/nugram-runtime, NuGram Hosted Server is a speech grammar sharing site based on the NuGram Server technology. NuGram generates speech recognitions grammars that may be used in VoiceXML applications. Those grammars..., Telephony
5536,Category,/category/all/apis?page=797&order=field_article_primary_category&sort=asc,N/A,N/A
5537,Deepomatic Fashion Apparel Detection API,/api/deepomatic-fashion-apparel-detection, The Deepomatic Fashion Apparel Detection API supports the detection and location of clothes in images. A developer can recognize the different pieces of apparel present in an image by simply sending..., Artificial Intelligence
5538,Freewebsitetraffic P2P Website marketing API,/api/freewebsitetraffic-p2p-website-marketing," This is an API to manage P2P marketing and allow a ""club"" of websites to exchange traffic in related fields in order to gain cumulative advantage. P2P Website marketing platform provides a service...", Marketing
5539,Deepomatic Furniture Detection API,/api/deepomatic-furniture-detection, The Deepomatic Furniture Detection API supports the detection and location of furniture in images. A developer can recognize the different pieces of furniture present in an image by simply sending..., Artificial Intelligence
5540,DMTF Redfish API,/api/dmtf-redfish, The DMTF (Distributed Management Task Force) Redfish API offers an open industry standard specification and schema used to manage and secure scalable platform hardware. Developers can reproduce DMTF..., Standards
5541,PullString Web API,/api/pullstring-web," PullString offers computer conversation technologies with features such as hybrid AI-engine, intents modeling for user desire identification, entity extraction, pattern matching, and dialog...", Machine Learning
5542,Zammad API,/api/zammad," The Zammad API provides programmatic access to Zammad's web-based, open-source customer support and ticket management service. It includes features for managing communications with customers across...", Customer Service
5543,AddStructure Scaffold API,/api/addstructure-scaffold, The AddStructure Scaffold REST API allows developers to access and integrate the functionality of the AddStructure Scaffold product with other applications. Some example API methods include..., Search
5544,Haas Alert API,/api/haas-alert, The HAAS Alert REST API allows developers to access and integrate the functionality of HAAS with other applications and to create new applications. Public documentation is not available; interested..., Emergency
5545,Orange Direct Carrier Billing Europe API,/api/orange-direct-carrier-billing-europe, The Orange Direct Carrier Billing Europe API provides users an efficient way to incorporate billing digital services while increasing revenue across Europe. This API can be integrated easily into the..., Payments
5546,Orange Direct Carrier Billing Africa and Middle-East API,/api/orange-direct-carrier-billing-africa-and-middle-east, Orange Direct Carrier Billing Africa and Middle-East provides users an efficient way to incorporate billing digital services while increasing revenue in Africa and the Middle-East. This API can be..., Payments
5547,Category,/category/all/apis?page=798&order=field_article_primary_category&sort=asc,N/A,N/A
5548,MovieZine.se API,/api/moviezinese, MovieZine.se is a Swedish movies and reviews service. This RESTful API that allows the user to query the MovieZine database for information on movies and reviews., Video
5549,Global Giving API,/api/global-giving," GlobalGiving is an online marketplace that connects you to the causes and countries you care about. You select the projects you want to support, make a tax-deductible contribution, and get regular...", Social
5550,MovieMeter API,/api/moviemeter," The MovieMeter API is a XML-RPC webservice which you can use to retrieve film information in Dutch. In the future, the API may also support logging in, voting and other user based methods.", Video
5551,Postcode IT API,/api/postcode-it," The Postcode IT web service provides functions to obtain address(es) from postcodes. To keep the method calls tidy, the service makes use of SoapHeaders. Set up your SoapHeader with your CustomerId,...", Reference
5552,BankCheck API,/api/bankcheck," Mosaic BankCheck API is an application programming interface that uses a SOAP interface and allows you to use reliable, on-demand UK sort code and bank account information in your enterprise-wide...", Financial
5553,Readernaut API,/api/readernaut," Readernaut is a free service that lets you write reviews, keep notes, make reading lists, track your reading progress and find your friends. Readernaut API is a RESTful API for integration with third...", Social
5554,Mobile Vikings API,/api/mobile-vikings-api," Mobile Vikings is a Belgian internet mobile virtual network operator on top of the base network. Mobile Vikings offers an API to monitor your current credit balance, call history and top up history...", Telephony
5555,QR and DMX Barcode Generator API,/api/qr-and-dmx-barcode-generator," This API lets you dynamically generate QR and DMX codes. With it, you can implement two dimensional code in web pages by using tag img with appropriate attributes. You can set alternate image sizes...", Barcodes
5556,LiveAddress Verification API,/api/liveaddress-verification," Super-simple and super-fast US address verification. Validate street addresses within your application or on your website. Obtain valuable information about addresses, including whether they can...", Shipping
5557,Taykt API,/api/taykt," The Taykt API allows developers to control your Taykt account, including changing message content, viewing activity, creating new messages, and dynamically responding to an SMS message on their own...", Messaging
5558,Xpenser API,/api/xpenser, Xpenser offers mobile expense tracking and management. The Xpenser API allows users to enter expenses into Xpenser., Financial
5559,WebLaws API,/api/weblaws," The WebLaws API gives developers access to both the WebLaws.org and OregonLaws.org legal glossary. It features responses in JSON and XML, and is offered with no service fees.", Reference
5560,Zutual API,/api/zutual-0, A RESTful API that takes two twitter usernames and returns a JSON list of the topics they both discuss. The API uses advanced natural language processing to analyze tweets and calculate the mutual..., Social
5561,Qik API,/api/qik," The Qik Platform Application Programming Interface enables anyone to integrate or build web, desktop, phone applications to take advantage of Qik's mobile video sharing platform.", Video
5562,Data8 Mobile Validation API,/api/data8-mobile-validation," Data8 is the UK's premier data solutions provider with a range of data cleansing, postcode lookup and data validation services to ultimately improve the way businesses communicate with their...", Telephony
5563,Data8 Postcode Lookup API,/api/data8-postcode-lookup," Data8 is the UK's premier data solutions provider with a range of data cleansing, postcode lookup and data validation services to ultimately improve the way businesses communicate with their...", Search
5564,authorSTREAM API,/api/authorstream," authorSTREAM is a platform for sharing PowerPoint presentations on the Internet. authorSTREAM makes it easier to share your PowerPoint slideshows through blogs, websites, on YouTube and even via iPOD...", Office
5565,Touch Local API,/api/touch-local," The TouchLocal online business directory, touchlocal.com, offers blanket UK coverage and contains over 2.4 million business listings. It attracts 4 million unique visitors a month who in-turn...", Search
5566,Auto Follow Friday API,/api/auto-follow-friday, Use this API to quickly produce a JSON array list of people you tweet most (during your last 100 tweets), Social
5567,FlightCaster API,/api/flightcaster," FlightCaster predicts flight delays, often hours before the airlines. From the developer page: ""The FlightCaster API is primarily used for retrieving information about the likelihood that a flight...", Travel
5568,entreprise-facile API,/api/entreprise-facile," REST-type API that allows you to create automations, or mashup applications composed with entreprise-facile apps and other services. For example:
Use a desktop app to enter timesheets in a snap;...", Enterprise
5569,Samepoint Real-Time Social Media API,/api/samepoint-real-time-social-media," Samepoint has released Version 2 of its Social Media Monitoring API. This commercial API now provides simpler means for a developer to monitor any term in the Social Universe.
Many data services...", Social
5570,Conversions API,/api/conversions, The Convert.net Conversions API enables you to get instant and accurate answers to complex mathematical expressions and thousands of conversion related queries that can be posted in a natural..., Reference
5571,ZIP Codes API,/api/zip-codes, The ZIP Codes API from STANDS4 uses REST calls to enable you to get the US location behind the zip code in XML format., Reference
5572,Dictionary Definitions API,/api/dictionary-definitions, The Dictionary Definitions API from STANDS4 uses REST calls to enable you to get dictionary definition information in XML format for a given word., Reference
5573,Category,/category/all/apis?page=799&order=field_article_primary_category&sort=asc,N/A,N/A
5574,Google Firebase Database API,/api/google-firebase-database, Google’s Firebase Realtime Database is a cloud-based data storage solution. This database stores data in JSON and conveys real time data to connected clients. The Google Firebase Realtime Database..., Database-as-a-Service
5575,Google Firebase Cloud Messaging API,/api/google-firebase-cloud-messaging, The Google Firebase Cloud Messaging (FCM) API functions as a cross-platform messaging portal for channeling client notifications. It uses a cloud-based architecture to support the conveyance of..., Messaging
5576,hyScore API,/api/hyscore," Simplified hyScore is a kind of independent and flexible oil rig platform, which drills after oil and provide the raw material and a report of its ingredients to every refinery for further processing...", Natural Language Processing
5577,i-Boating GPS Nautical Charts and Fishing Maps API,/api/i-boating-gps-nautical-charts-and-fishing-maps," i-Boating is a provider of ENC (Electronic Navigation Charts), Bathymetric maps,...", Mapping
5578,Dinero API,/api/dinero, Dinero is an accounting platform for businesses. The Dinero API allows integration of the platform and programmatic control including cloud sharing for documents. The firm is from Denmark and the..., Accounting
5579,WhoisJson API,/api/whoisjson," The Whois API in JSON and XML formats aims to simplify complex data forms, accessing public information for specific domains. Sample code in PHP, NodeJS, and Java are available on the main site.", Parsing
5580,SmartyStreets Verify International Addresses API,/api/smartystreets-verify-international-addresses," The SmartyStreets International Addresses API allows users to authenticate physical locations of residences, buildings, or premises located in international locations. Addresses for 240+ countries...", Addresses
5581,SmartyStreets US Zip Code API,/api/smartystreets-us-zip-code," The SmartyStreets US Zip Code API supports the combination of city, state, and ZIP Code field entries in address lookup and verification queries for US locations. It can be used to append ZIP codes...", Addresses
5582,SmartyStreets US Extract API,/api/smartystreets-us-extract," The SmartyStreets US Extract API provides an endpoint for locating and authenticating US addresses in the arbitrary text input. The API sends requests in HTTP and URI Query String/CRUD format, and...", Addresses
5583,SmartyStreets Download API,/api/smartystreets-download," The SmartyStreets Download API provides access to the packages that developers need to operate local, on-site or on-premises versions of SmartyStreets APIs. Its access is restricted to developers...", Addresses
5584,Category,/category/all/apis?page=800&order=field_article_primary_category&sort=asc,N/A,N/A
5585,InvoiceClarity API,/api/invoiceclarity," The InvoiceClarity API lets you create invoices, quotations, track time, expenses, and recurring invoices.", Financial
5586,DriveCast API,/api/drivecast," DriveCast is a web-based media manager for your different devices, USB keys, smartphones, and cars. It collects your favorite content from the web (audio/video) so that you can load them onto your...", Media
5587,Clickatell XML API,/api/clickatell-xml, This API is an XML interface to the Clickatell gateway. It is a simple way to integrate legacy systems with SMS. It provides interoperability amongst heterogeneous systems because it is language..., Messaging
5588,Clickatell FTP API,/api/clickatell-ftp," The Clickatell FTP API allows you to upload a text file to the Clickatell FTP server to send bulk SMS. It provides once-off, high volume message dispatches for promotions and other messaging that...", Messaging
5589,Clickatell SMTP API,/api/clickatell-smtp," The Clickatell SMTP API allows you to send an email to the Clickatell server, send bulk SMS, connect to the SMS Gateway and send email to SMS. SMTP provides connectivity from the legacy server,...", Messaging
5590,Clickatell SMPP API,/api/clickatell-smpp," The Clickatell FTP API is typically used by enterprises and large organizations for high volume sending. It provides a direct connection, initiated by you, to the Clickatell SMS Gateway. This...", Messaging
5591,UMapper API,/api/umapper-0," UMapper is a visual web-based map authoring application. UMapper allows developers to create embeddable maps for Adobe Flash and distribute them through websites, blogs, or social networks. UMapper...", Mapping
5592,80legs API,/api/80legs, 80legs is a service platform for web crawling and processing web content. The 80legs API gives developers a simple programmatic interface with access the functionality that 80legs provides outside of..., Data Mining
5593,Location-API.com API,/api/location-apicom," Location-API.com helps developers and mobile service providers to locate mobile phones and other mobile devices connected to the GSM and WCDMA networks.
Geographic coordinates for latitude and...", Telephony
5594,FairLuck API,/api/fairluck, FairLuck is a software development company that lets its users to ‘confidently’ gamble online. FairLuck API lets developers to integrate their services into their applications/websites. By using this..., Games
5595,oDesk API,/api/odesk," oDesk is a marketplace for online workteams, with a unique business model for both buyers and providers that looks to guarantee to buyers that an hour billed is an hour worked, while guaranteeing to...", Jobs
5596,Lemonfree API,/api/lemonfree, Lemonfree is an automobile search engine. There are 2 million cars offered for sale. It does not charge dealers or private sellers to list their vehicles for sale. The service offers quality vehicle..., eCommerce
5597,ForeclosureListings.com API,/api/foreclosurelistingscom," ForeclosureListings.com combines one of the largest databases of foreclosure listings direct from major banks, mortgage companies, Government, HUD, Fannie Mae, Freddie Mac and others. Their...", Real Estate
5598,Cleanify API,/api/cleanify," Removed per owner as API is no longer available. 4/14/14 ws
Translates the somewhat cryptic Spotify URLs (HTTP or regular) into clean, readable links. It features a REST Protocol and can be easily...", Tools
5599,TeamSupport.com API,/api/teamsupportcom, TeamSupport.com is an online Customer Service and Help Desk platform (SaaS). It lets your entire team to work together to manage your customers issues. This RESTful API allows easy access to all..., Enterprise
5600,Ankoder API,/api/ankoder, Ankoder is a cloud based video transcoding API enabling companies to easily integrate video functions into their web services. Its pay-per-use service keeps you up-to-date with the latest codecs and..., Video
5601,Chronicling America API,/api/chronicling-america," Chronicling America from the US Library of Congress, provides access to information about historic newspapers and select digitized newspaper pages. The site allows you to search and view newspaper...", News Services
5602,Yebol API,/api/yebol," Yebol is a new semantic search engine that currently has 10 million search terms and growing. From the website: "" Yebol allows for a multi-dimensional search result instead of the normal one-...", Search
5603,Innoport FAX API,/api/innoport-fax," The Innoport FAX API lets developers send out faxes from their mission critical applications. Applications can be in ASP, JSP, Cold Fusion, C/C++, Java, VB, .NET, C#, PHP or any other language that...", Fax
5604,BigOven Recipe API,/api/bigoven-recipe," Get 350,000+ recipes, hundreds of thousands of photos. Search by title, ingredient, keyword, nutritional information (paid plan required) and much, much more. Manage folders and add/remove recipes...", Food
5605,BulkSMS API,/api/bulksms, BulkSMS offers bulk text messaging delivery to 200 countries worldwide via a simple API. Multiple routing and pricing options. The API is available in over 800 networks in over 200 countries. global..., Messaging
5606,BlogCatalog API,/api/blogcatalog," BlogCatalog is a community of bloggers and a directory of blogs. From the website concerning the API: ""The BlogCatalog REST (REpresentational State Transfer) API allows the retrieval of public user...", Search
5607,filtrbox API,/api/filtrbox, Filtrbox provides user with real-time social media monitoring. The API offers a RESTful interface over HTTP that enables developers to access and manipulate Filtrbox data. Data formats include JSON..., Social
5608,Taskbarn API,/api/taskbarn," Taskbarn gives users project management tools. Some features include the ability to organize project tasks to list, communicate with members through private messages and project feed, share files,...", Tools
5609,TwTube API,/api/twtube, TwTube is a URL shortening service for YouTube videos. The API features a simple RESTful interface. Can be useful for sharing videos on services like Twitter., Tools
5610,Category,/category/all/apis?page=801&order=field_article_primary_category&sort=asc,N/A,N/A
5611,Unofficial Encyclopaedia Metallum API,/api/unofficial-encyclopaedia-metallum," The Unofficial Encyclopaedia Metallum API is a free, unofficial API for retrieving data from the Encyclopaedia Metallum, an online database of information on heavy metal bands. Requests are cached on...", Music
5612,MarkLogic API,/api/marklogic," The MarkLogic API allows developers to interface with the MarkLogic NoSQL database from their own systems and applications. Users can create, read, update, and delete documents (CRUD). They can also...", Database
5613,Car Registration Pakistan API,/api/car-registration-pakistan," pk.carregistrationapi.com offers an API that can check both car information and car ownership data in Pakistan's main provinces - Punjab, Khyber and Gilgit. You provide it with the number plate of...", Auto
5614,MoPub Publisher Reporting API,/api/mopub-publisher-reporting, The MoPub Publisher Reporting API integrates mobile publishing reporting into applications. CSV formats are available with API Key as the authentication method. Use the API to implement metrics and..., Publishing
5615,Ticketmaster Season Ticketing API,/api/ticketmaster-season-ticketing, The Ticketmaster Season Ticketing API provides access to season ticketing data. Its calls allow external systems to access the ticketing data associated to a particular season or client. The RESTful..., Tickets
5616,Ticketmaster Top Picks API,/api/ticketmaster-top-picks, The Ticketmaster Top Picks API allows users to sift tickets for available seats in different sections of a venue. Its integration allows users to access near real time data of seat picks according to..., Tickets
5617,Ticketmaster Inventory Status API,/api/ticketmaster-inventory-status, The Ticketmaster Inventory Status API tracks and updates the status of events for the main inventory of the Ticketmaster platform. It provides near real time updates of ticket availability for..., Tickets
5618,MyCurrencyConverter Exchange Rate API,/api/mycurrencyconverter-exchange-rate, The Exchange Rate REST API offers a foreign exchange conversion and tracking platform for a broad range of currency pairs. JSON and XML are used for responses. API Keys are required for..., Financial
5619,Weathers.co API,/api/weathersco," [This API is no longer available and this page is being maintained purely for historical and research purposes.]
Weathers.co offers a simple integration that displays basic weather information...", Weather
5620,AfterShip Webhooks API,/api/aftership-webhooks," This API allows acces to AfterShip shipment tracking and notifications and is designed for developers to add tracking functionality. Track shipments and returns In transit, Out for delivery, Failed...", Shipping
5621,Category,/category/all/apis?page=802&order=field_article_primary_category&sort=asc,N/A,N/A
5622,Doculicious API,/api/doculicious," Doculicious.com is a web service for creating online web forms that output PDF files. The Doculicious API provides users with the tools to query entries saved to their forms, and also submit entries...", PDF
5623,NY Senate API,/api/ny-senate," The NY Senate API gives developers and other users direct access to New York state data and. By placing the government data in the public domain, the NY Senate hopes to engage citizens in policy...", Government
5624,tinyPM API,/api/tinypm, tinyPM is a light and efficient tool allowing your teams to enhance the software development process with agile practices: * using user stories as requirements * backlog management with user..., Project Management
5625,T-ma-tic API,/api/t-ma-tic," The T-ma-tic API delivers structured data of similar and linked concepts so that you can create smart semantic apps. For example, the ""Michael Jackson"" T-ma-tic has the semecode 14995351 (unique...", Search
5626,TextMagic API,/api/textmagic, The TextMagic API is a web based text messaging solution for businesses. TextMagic's Email to SMS service lets you can send and receive text messages via email. It works with any email account and..., Messaging
5627,Cubiculus API,/api/cubiculus," Cubiculus provides large sets of Lego building instruction, lego set reference and other LEGO related informations. Registered users can track their LEGO collections. The Cubiculus API allows...", Games
5628,Doris API,/api/doris," Doris is a hosted service designed to let you keep track of the things you need to get done, wherever you are. Doris provides productivity and task management services like:
- Delegation: assign...", Personal Information Management
5629,Gliffy API,/api/gliffy," Use the Gliffy flowcharting and diagramming API to include flowchart and diagramming editing features in your software. After a user has created a diagram, you will typically want to show an image of...", Other
5630,Foller.me API,/api/follerme," The Foller.me API is a service related to Twitter (no official association, though) that can provide you with the most detailed information about a specific Twitter user in the least amount of time....", Social
5631,Map My Tracks API,/api/map-my-tracks," Map My Tracks is the easy way to accurately track and share your sporting activities or sports events live. In real-time, friends, spectators, coaches or sponsors can follow the action as it happens...", Sports
5632,Transport for London API,/api/transport-london," Information on all forms of public transport in London, routes, maps, journey planner and online tickets sales. Includes guide to what to see and do and visit. The 'Tube this weekend' feed contains...", Transportation
5633,Webnode API,/api/webnode," Webnode is a free tool that helps people create their own websites. Webnode website editing requires no technical skill, nor software installation. The Webnode API allows developers to place Webnode...", Tools
5634,Hotwire API,/api/hotwire," Hotwire is a discount travel site. Hotwire helps major travel providers fill airline seats, hotel rooms, and rental cars that would otherwise go unsold.
Hotwire's APIs provide access to specified...", Travel
5635,IPInfoDB E-Commerce Fraud Detection API,/api/ipinfodb-e-commerce-fraud-detection," The IPInfoDB E-Commerce Fraud Detection API compares shipping/billing information with IP geolocation data for all countries. For USA and Canada, the API also confirms area code and postal/zip code...", Security
5636,Dynadot API,/api/dynadot," The Dynadot API allows you to search for and register domain names programmatically. The API is only available to accounts that qualify for bulk pricing. For the Search feature, submit a URL and get...",
5637,Baconfile API,/api/baconfile," Baconfile is a simple web interface for the Amazon S3 service. With Baconfile, users can upload their files, organize into folders, add a description, share the link, and add comments.", Storage
5638,Cyc API,/api/cyc," This API provides access to the Cyc Knowledge Base. OpenCyc is the open source version of the Cyc technology, a general knowledgebase and commonsense reasoning engine. OpenCyc includes the Cyc...", Reference
5639,Paygol API,/api/paygol," This simple API allows website owners to receive and send International SMS text messages, fully customizable and easy to integrate into any website. This API is made under Smsgol.com who currently...", Messaging
5640,People&#039;s Music Store API,/api/peoples-music-store," People's Music Store is an independent company set up to give music fans the power to champion and promote the music they love.
In an industry dominated by corporate music download services, we...", Music
5641,PayLeap API,/api/payleap," PayLeap provides merchants a secure, single-source payment solution which includes tokenized cardholder data vault, secure checkout using LeapLock, fraud management tools, virtual terminal, and...", Payments
5642,Textingit API,/api/textingit," An SMS API for mobile marketing campaigns. Use this API as part of a cost-effective, flexible, private-label solution. Possible uses are campaigns, real-time alerts, interactive displays, site...", Messaging
5643,Sprint API,/api/sprint, The Sprint Developer Sandbox provides developers with free access to core enabling capabilities such as Messaging. Using the Sprint Messaging API developers can send SMS or MMS messages to CDMA..., Telephony
5644,DocMail API,/api/docmail," Docmail itself is a web based physical mail service. Users transmit an electronic document and mailing list to Docmail, where it is printed and mailed as a real post. The Docmail API lets developers...", Mail
5645,Spreadshirt API,/api/spreadshirt, Spreadshirt is a worldwide creative platform for personalised apparel. Spreadshirt web services allows you to extract the information from your own Spreadshirt store in XML format which you can..., eCommerce
5646,OpenAustralia API,/api/openaustralia," OpenAustralia.org aims to make it easy for people to keep tabs on their representatives in Parliament. OpenAustralia maintains a database of information about representatives, senators, debates, and...", Government
5647,Category,/category/all/apis?page=803&order=field_article_primary_category&sort=asc,N/A,N/A
5648,Phweet API,/api/phweet, A Phweet makes conversations and conference calls possible between Twitter friends and across other social networks. Phweet enables voice conversations through unique hyperlinks which expire when the..., Telephony
5649,mtny.mobi API,/api/mtnymobi, mtny.mobi is a URL shortening service. mtny.mobi allows users to specify whether or not their shortened URL is accessible via mobile devices. When a mtny.mobi-shortened URL is accessed with a mobile..., Tools
5650,Boxee API,/api/boxee," Using Boxee, and a laptop or connected to an HDTV, Boxee provides a place to enjoy movies, TV shows, music and photos, as well as streaming content from services like Netflix, MTV, Pandora and flickr...", Video
5651,PointLoyalty API,/api/pointloyalty," PointLoyalty users can create and manage their loyalty programs online. PointLoyalty provides the PointLoyalty Manager system, designed to support loyalty programs and the calculation of bonus points...", eCommerce
5652,RealtyBaron Agents API,/api/realtybaron-agents, RealtyBaron's Agents API is a free service that enables websites or mobile apps to quickly offer 'find an agent' services to both consumers and professionals with minimal integration and zero..., Real Estate
5653,Financial Content XML Quote API,/api/financial-content-xml-quote," Financial Content is a provider of stock market data, business news and content syndication services. Financial Content develops content, traffic and revenue opportunities for publishers and...", Financial
5654,Hospital Compare API,/api/hospital-compare," The Hospital Compare API allows developers to get various hospital information like addresses, mortality rates, prices for operations and other hospital-related data. Use it and get data from more...", Medical
5655,Community Megaphone API,/api/community-megaphone," Community Megaphone is intended to provide a way to add events, without needing to sign up, register, or provide personal information, and easily share information about upcoming events via the web,...", Events
5656,3TIER API,/api/3tier," 3TIER's API enables you to integrate our scientifically derived, global wind and solar resource data into your own internal applications and customer experiences. You can use the API to build revenue...", Weather
5657,Flightwise API,/api/flightwise, Flightwise's Flight Data API and PlaneXML allow developers to pull near real-time flight tracking data for flights in the US and surrounding areas. Also provides access to flight data on 141 million..., Travel
5658,Globe Labs API,/api/globe-labs, Globe Labs focuses on including its different partners across future telecommunications or complimenting technologies to identify and develop applications across fixed and wireless networks. Globe..., Telephony
5659,iplocationtools API,/api/iplocationtools, iplocationtools provides web services that use an IP address to look up geolocation and fraud detection. The IP Address Location API returns the address associated with an IP address. The Block IP by..., Tools
5660,btexty API,/api/btexty," btexty allows you to send long messages and multimedia content via text message. btexty enables users to communicate easily with many friends at once with group messaging, and store your private...", Messaging
5661,Needish API,/api/needish," Needish is a service that lets you post what you need and receive help and price quotes from businesses and people around you. Based out of Santiago, Chile.", Recommendations
5662,Xtify API,/api/xtify," Xtify is a mobile application which brings the power of location to web applications. It acts as a bridge between smart phone users and web developers, allowing the two to talk ""location"". The Xtify...", Tools
5663,Sherpa Romeo API,/api/sherpa-romeo, Sherpa provides open-access institutional research repositories for universities. The Sherpa Romeo API provides access to publishers' copyright and archiving policies. This service is maintained with..., Reference
5664,Wordsfinder Keywords Extractor API,/api/wordsfinder-keywords-extractor, The WordsFinder Term Extraction API extracts search engine friendly keywords. The Keyword Extraction API is truly international. It applies an intelligent weighting systems to HTML elements and other..., SEO
5665,Paymo API,/api/paymo," Paymo provides detailed reports on clients, projects and employees and records internal time tracking across multiple projects and multiple team members. The Paymo API provides access to all Paymo...", Enterprise
5666,user-agent-string API,/api/user-agent-string," The user-agent-string service was developed for analysis. Our analysis gives you information on client SW type (browser, webcrawler, anonymizer etc.), which OS is used by the client and moreover a...",
5667,Gigulate API,/api/gigulate," Gigulate provides information about music news, blogs, and upcoming gigs. Gigulate also charts artist popularity across the web. Using the API, Gigulate's listings are all available for you to build...", Music
5668,PlayPhone API,/api/playphone," PlayPhone provides personalization and entertainment content to mobile consumers in the form of ringtones, and mobile games. The PlayPhone API, updated weekly, gives you access to mobile download...", Music
5669,Hexillion Whois API,/api/hexillion-whois," The Hexillion Whois API provides a single, consistent, programmable interface to the Whois system. It automatically queries the correct Whois server, breaks the Whois record details out into separate...", Tools
5670,ThemeForest API,/api/themeforest," ThemeForest is a marketplace for buying and selling website templates and CMS themes for all sorts of products, like WordPress, Drupal and Joomla. Files are priced based on the complexity, quality...", Content Management
5671,Wazap! API,/api/wazap," Wazap! is a Japanese gaming information site. With its API, you can access cheats, game reviews, questions and answers about all games released in Japan. Wazz! Is a game portal that allows you to...", Games
5672,WebEquity API,/api/webequity," The WebEquity Web Services Integration allows for simplified and direct integration between the WebEquity infrastructure and other systems such as core banking systems, CRM solutions, credit...", Financial
5673,Category,/category/all/apis?page=804&order=field_article_primary_category&sort=asc,N/A,N/A
5674,Google Cloud Dataproc API,/api/google-cloud-dataproc, This Rest API allows you access to manage Hadoop-based clusters and jobs on Google Cloud Platform. It is a managed Apache Spark and Apache Hadoop service that lets you take advantage of open source..., Cloud
5675,Cloud App Licenser API,/api/cloud-app-licenser, The Cloud App Licenser API manages licenses and in-app credits for native and hybrid mobile apps. It provides a simple alternative to proprietary app store systems. Cloud App Licenser allows..., Licensing
5676,Textko API,/api/textko," The Textko API allows developers to integrate the ability to send and receive free SMS in the Philippines into their own websites and applications. Users can send messages from anywhere at any time,...", Messaging
5677,Bitfinex Websocket API,/api/bitfinex-websocket, This Websocket API allows access to all of the features of the Bitfinex platform. Each message sent and received via the Bitfinex’s websocket channel is encoded in JSON format and returns order..., Financial
5678,Google Cloud Container Builder API,/api/google-cloud-container-builder, This Rest API provides a way to build container images in the cloud. It allows you to view and manage your data across Google Cloud Platform services. Google Cloud helps developers build with cloud..., Cloud
5679,Blippar Computer Vision API,/api/blippar-computer-vision," The Blippar Computer Vision API offers image recognition capabilities that can be integrated with third-party applications. After image processing, the API returns a JSON formatted object. OAuth 2 is...", Recognition
5680,Pay.nl API,/api/paynl," Pay.nl is a Netherlands based payment processing firm that assembles different payment options into one platform. Pay.nl offers several features such as 2-way processing, multiple bank accounts, in-...", Payments
5681,Cuckoo Sandbox API,/api/cuckoo-sandbox," The Cuckoo Sandbox API recognizes malware software. Available in REST architecture with JSON formats, Cuckoo allows to analyze malicious files, trace API calls, analyze encrypted network traffic, and...", Security
5682,Revulytics API,/api/revulytics," The Revulytics API integrates software insights for compliance, sales, marketing, and product management purposes. Available in HTTPS method with JSON format, developers can refer to Trackerbird, the...", Compliance
5683,Knoema API,/api/knoema," The Knoema REST API integrates metadata, statistics, and visual reports into web services with authentication client, uniqueID for requests, and URL responses. It targets agricultural, educational,...", Data-as-a-Service
5684,Category,/category/all/apis?page=805&order=field_article_primary_category&sort=asc,N/A,N/A
5685,Vindicia API,/api/vindicia, Vindicia CashBox lets merchants improve customer retention and maximize profit by enabling rapid implementation of best of breed recurring billing capabilities., Financial
5686,Zuora SOAP API,/api/zuora-soap," Zuora is the leader in subscription billing and recurring payments. Our Z-Billing and Z-Payments products make it fast and easy to launch new products, scale operations, and automate recurring...", Subscriptions
5687,Nimbb API,/api/nimbb," With Nimbb, visitors can record videos using their webcam. They can then play videos in a light-weight Flash player with streaming technology.", Video
5688,MoneyBird API,/api/moneybird," MoneyBird is an online service providing fast and easy billing. You can create, manage and send invoices, but also manage your contacts, send recurring invoices and manage your expenses. PayPal...", Enterprise
5689,SlideSix API,/api/slidesix, SlideSix is multimedia enabled presentation sharing. The service lets users to create a unique import presentation material and personalize their message by narrating each slide with video or audio...., Office
5690,Vuzit API,/api/vuzit," The Web Service API allows developers to interact securely with their Vuzit account. You can easily upload, remove, and retrieve attributes about Vuzit documents.", Office
5691,CalorieKing API,/api/calorieking," This API allows you access to CalorieKings database. Your applications can search and access nutrient information for individual foods. It returns data on energy used, saturated fat, trans Fat,...", Reference
